       JobID              Submit               Start            Eligible  Partition          Reservation AllocNodes  AllocCPUS ReqNodes  ReqCPUS      ReqGRES  Timelimit    Elapsed  dragonstooth
------------ ------------------- ------------------- ------------------- ---------- -------------------- ---------- ---------- -------- -------- ------------ ---------- ----------  dragonstooth
619048       2021-02-07T19:20:06 2021-02-08T00:20:35 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:54:14  dragonstooth
619049       2021-02-07T19:20:06 2021-02-08T00:20:54 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:58:15  dragonstooth
619050       2021-02-07T19:20:06 2021-02-08T00:21:35 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:26:16  dragonstooth
619051       2021-02-07T19:20:06 2021-02-08T00:21:49 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:14:13  dragonstooth
619052       2021-02-07T19:20:06 2021-02-08T00:22:32 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:04:21  dragonstooth
619053       2021-02-07T19:20:06 2021-02-08T00:23:15 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:31:28  dragonstooth
619054       2021-02-07T19:20:06 2021-02-08T00:23:25 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:03:35  dragonstooth
619055       2021-02-07T19:20:06 2021-02-08T00:23:52 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:37:31  dragonstooth
619056       2021-02-07T19:20:06 2021-02-08T00:24:03 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:47:58  dragonstooth
619057       2021-02-07T19:20:06 2021-02-08T00:24:47 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:49:17  dragonstooth
619058       2021-02-07T19:20:06 2021-02-08T00:24:56 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:21:35  dragonstooth
619059       2021-02-07T19:20:06 2021-02-08T00:25:06 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:05:31  dragonstooth
619060       2021-02-07T19:20:06 2021-02-08T00:25:14 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:38:35  dragonstooth
619061       2021-02-07T19:20:06 2021-02-08T00:25:25 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:10:45  dragonstooth
619062       2021-02-07T19:20:06 2021-02-08T00:26:14 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:31:00  dragonstooth
